split	gene_id	rvalue	method
2	ENSG00000179344.11	0.7389118578780436	Ridge
1	ENSG00000179344.11	0.720020276417726	Ridge
5	ENSG00000179344.11	0.8064652127845382	Ridge
3	ENSG00000179344.11	0.7113865758918185	Ridge
4	ENSG00000179344.11	0.6761955992348234	Ridge
4	ENSG00000196735.6	0.5211585866041221	Ridge
1	ENSG00000196735.6	0.5821314611749252	Ridge
5	ENSG00000196735.6	0.6881986401738134	Ridge
2	ENSG00000196735.6	0.6785674109799578	Ridge
3	ENSG00000196735.6	0.502161487718793	Ridge
2	ENSG00000196126.6	0.47359777087676436	Ridge
4	ENSG00000196126.6	0.20153600161348545	Ridge
1	ENSG00000196126.6	0.3131077918229531	Ridge
3	ENSG00000196126.6	0.637178832563732	Ridge
5	ENSG00000196126.6	0.47690580337595445	Ridge
4	ENSG00000229450.2	0.5538946928713594	SVR
3	ENSG00000229450.2	0.4599095866246311	SVR
2	ENSG00000229450.2	0.47378608227868074	SVR
1	ENSG00000229450.2	0.5895319690973564	SVR
5	ENSG00000229450.2	0.5105386613062572	SVR
2	ENSG00000214425.1	0.3794287725600635	SVR
5	ENSG00000214425.1	0.19258920603129637	SVR
4	ENSG00000214425.1	0.3872322479413475	SVR
1	ENSG00000214425.1	0.17814707756575907	SVR
3	ENSG00000214425.1	0.44256949154082803	SVR
1	ENSG00000176681.9	0.5305937599432597	SVR
2	ENSG00000176681.9	0.3985914680212005	SVR
3	ENSG00000176681.9	0.294714584814975	SVR
5	ENSG00000176681.9	0.39514954505332045	SVR
4	ENSG00000176681.9	0.5484941868498208	SVR
4	ENSG00000238083.3	0.5073743821270738	SVR
2	ENSG00000238083.3	0.3232912273490057	SVR
1	ENSG00000238083.3	0.3446603402669116	SVR
3	ENSG00000238083.3	0.2637227262590789	SVR
5	ENSG00000238083.3	0.27162457746836155	SVR
5	ENSG00000232629.4	0.41132253423086507	SVR
2	ENSG00000232629.4	0.5182046177193366	SVR
4	ENSG00000232629.4	0.5176184236324068	SVR
3	ENSG00000232629.4	0.24929945001475884	SVR
1	ENSG00000232629.4	0.5169555063922229	SVR
3	ENSG00000237541.3	0.3175748634475456	SVR
1	ENSG00000237541.3	0.6872353196819966	SVR
5	ENSG00000237541.3	0.6170382891273953	SVR
4	ENSG00000237541.3	0.4689769831313956	SVR
2	ENSG00000237541.3	0.4037993514561706	SVR
5	ENSG00000198502.5	0.5046275323152976	SVR
1	ENSG00000198502.5	0.5349571678128737	SVR
3	ENSG00000198502.5	0.22203012829624588	SVR
2	ENSG00000198502.5	0.28954205086068996	SVR
4	ENSG00000198502.5	0.28496671551689956	SVR
2	ENSG00000179344.11	0.7307415137060063	SVR
1	ENSG00000179344.11	0.7232947100482034	SVR
5	ENSG00000179344.11	0.8008481223153006	SVR
3	ENSG00000179344.11	0.6648383767096623	SVR
4	ENSG00000179344.11	0.6649904149282244	SVR
4	ENSG00000196735.6	0.5068810227631578	SVR
1	ENSG00000196735.6	0.595585690432256	SVR
5	ENSG00000196735.6	0.6714334782700251	SVR
2	ENSG00000196735.6	0.6678212106816231	SVR
3	ENSG00000196735.6	0.40228728012203807	SVR
2	ENSG00000196126.6	0.4738407873979179	SVR
4	ENSG00000196126.6	0.20332465241820835	SVR
1	ENSG00000196126.6	0.31876152983276185	SVR
3	ENSG00000196126.6	0.5908788100737525	SVR
5	ENSG00000196126.6	0.5202256880068458	SVR
1	ENSG00000229450.2	0.5838158873780467	SNP
1	ENSG00000196126.6	-0.010763378614997422	SNP
1	ENSG00000198502.5	0.10200379539571876	SNP
1	ENSG00000179344.11	0.4347964807105317	SNP
1	ENSG00000232629.4	0.5652492282985153	SNP
1	ENSG00000237541.3	0.6617140720179402	SNP
1	ENSG00000196735.6	0.3548608619011706	SNP
1	ENSG00000214425.1	0.3825433425358211	SNP
1	ENSG00000176681.9	0.2777803066581089	SNP
1	ENSG00000238083.3	0.16879455130923565	SNP
2	ENSG00000229450.2	0.4691115855795315	SNP
2	ENSG00000196126.6	0.27985575993872325	SNP
2	ENSG00000198502.5	0.07079277051916556	SNP
2	ENSG00000179344.11	0.5890411023450833	SNP
2	ENSG00000232629.4	0.4018050698611545	SNP
2	ENSG00000237541.3	0.44436281545505874	SNP
2	ENSG00000196735.6	0.560246279084256	SNP
2	ENSG00000214425.1	0.32156282683694326	SNP
2	ENSG00000176681.9	0.07276634100342154	SNP
2	ENSG00000238083.3	0.038449204012593045	SNP
3	ENSG00000229450.2	0.4413664714953019	SNP
3	ENSG00000196126.6	0.375531038379767	SNP
3	ENSG00000198502.5	-0.06995265795704717	SNP
3	ENSG00000179344.11	0.37119436677140594	SNP
3	ENSG00000232629.4	0.3539578404376757	SNP
3	ENSG00000237541.3	0.5469369162280131	SNP
3	ENSG00000196735.6	0.23847802336969912	SNP
3	ENSG00000214425.1	0.5411188021979161	SNP
3	ENSG00000176681.9	0.254630072547255	SNP
3	ENSG00000238083.3	0.14723575713950418	SNP
4	ENSG00000229450.2	0.5017599867426142	SNP
4	ENSG00000196126.6	0.03444543746476007	SNP
4	ENSG00000198502.5	0.0877012316067547	SNP
4	ENSG00000179344.11	0.5138567765204525	SNP
4	ENSG00000232629.4	0.5890701768419196	SNP
4	ENSG00000237541.3	0.5398267549051448	SNP
4	ENSG00000196735.6	0.513807232343771	SNP
4	ENSG00000214425.1	0.259837785921484	SNP
4	ENSG00000176681.9	0.5361279950360627	SNP
4	ENSG00000238083.3	0.49233885069583444	SNP
5	ENSG00000229450.2	0.5102082899938314	SNP
5	ENSG00000196126.6	0.30359976443086106	SNP
5	ENSG00000198502.5	0.21555297676440266	SNP
5	ENSG00000179344.11	0.5388582266219795	SNP
5	ENSG00000232629.4	0.1748813993133373	SNP
5	ENSG00000237541.3	0.5286988082663079	SNP
5	ENSG00000196735.6	0.5598978389154952	SNP
5	ENSG00000214425.1	0.2608355481723357	SNP
5	ENSG00000176681.9	0.32056742412190664	SNP
5	ENSG00000238083.3	0.2587472620359317	SNP
